6.54720000e+00,1.72640000e+10,0.00000000e+00,0.00000000e+00,2.01612903e-01,0.00000000e+00,1.00000000e+00,6.54320000e+00,6.55360000e+00,6.54040000e+00
6.55150000e+00,2.13180000e+10,0.00000000e+00,6.56769276e-02,7.17864125e-02,0.00000000e+00,1.00000000e+00,6.55300000e+00,6.55470000e+00,6.55000000e+00
6.54280000e+00,1.67280000e+10,0.00000000e+00,-1.32794023e-01,1.45004961e-01,0.00000000e+00,1.00000000e+00,6.54220000e+00,6.54460000e+00,6.53510000e+00
6.52180000e+00,1.82470000e+10,0.00000000e+00,-3.20963502e-01,4.09610564e-01,0.00000000e+00,1.00000000e+00,6.52800000e+00,6.53130000e+00,6.50450000e+00
6.51500000e+00,1.69840000e+10,0.00000000e+00,-1.04265690e-01,2.08531387e-01,0.00000000e+00,1.00000000e+00,6.51020000e+00,6.51950000e+00,6.50590000e+00
6.50550000e+00,1.44960000e+10,0.00000000e+00,-1.45817339e-01,1.07444359e-01,0.00000000e+00,1.00000000e+00,6.50880000e+00,6.51100000e+00,6.50400000e+00
6.51500000e+00,1.84700000e+10,0.00000000e+00,1.46030277e-01,1.49104604e-01,0.00000000e+00,1.00000000e+00,6.50620000e+00,6.51590000e+00,6.50620000e+00
6.51590000e+00,1.61300000e+10,0.00000000e+00,1.38142752e-02,2.68610898e-01,0.00000000e+00,1.00000000e+00,6.51580000e+00,6.52500000e+00,6.50750000e+00
6.49850000e+00,1.91380000e+10,0.00000000e+00,-2.67039090e-01,2.20997867e-01,0.00000000e+00,1.00000000e+00,6.49100000e+00,6.50100000e+00,6.48660000e+00
6.49500000e+00,1.96410000e+10,0.00000000e+00,-5.38585819e-02,1.46187582e-01,0.00000000e+00,1.00000000e+00,6.49300000e+00,6.50150000e+00,6.49200000e+00
6.51050000e+00,1.60340000e+10,0.00000000e+00,2.38645107e-01,1.43187067e-01,0.00000000e+00,1.00000000e+00,6.50550000e+00,6.51340000e+00,6.50410000e+00
6.52100000e+00,1.95380000e+10,0.00000000e+00,1.61277935e-01,1.22878427e-01,0.00000000e+00,1.00000000e+00,6.51800000e+00,6.52390000e+00,6.51590000e+00
6.49300000e+00,1.91060000e+10,0.00000000e+00,-4.29381996e-01,4.15580432e-01,0.00000000e+00,1.00000000e+00,6.49880000e+00,6.50010000e+00,6.47300000e+00
6.47270000e+00,1.92050000e+10,0.00000000e+00,-3.12644392e-01,4.52795318e-01,0.00000000e+00,1.00000000e+00,6.46150000e+00,6.48530000e+00,6.45590000e+00
6.48580000e+00,2.28550000e+10,0.00000000e+00,2.02388495e-01,1.71489487e-01,0.00000000e+00,1.00000000e+00,6.48370000e+00,6.49000000e+00,6.47890000e+00
6.49260000e+00,1.94720000e+10,0.00000000e+00,1.04844429e-01,1.75768602e-01,0.00000000e+00,1.00000000e+00,6.49690000e+00,6.49800000e+00,6.48660000e+00
6.49690000e+00,2.20130000e+10,0.00000000e+00,6.62292466e-02,3.24985368e-01,0.00000000e+00,1.00000000e+00,6.48470000e+00,6.50580000e+00,6.48470000e+00
6.51260000e+00,1.70460000e+10,0.00000000e+00,2.41653711e-01,1.66233127e-01,0.00000000e+00,1.00000000e+00,6.51350000e+00,6.51830000e+00,6.50750000e+00
6.51540000e+00,1.27120000e+10,0.00000000e+00,4.29935828e-02,1.82722722e-01,0.00000000e+00,1.00000000e+00,6.51700000e+00,6.52200000e+00,6.51010000e+00
6.51600000e+00,2.07290000e+10,0.00000000e+00,9.20895115e-03,1.42738742e-01,0.00000000e+00,1.00000000e+00,6.51800000e+00,6.52030000e+00,6.51100000e+00
6.51150000e+00,2.31100000e+10,0.00000000e+00,-6.90607727e-02,8.44076120e-02,0.00000000e+00,1.00000000e+00,6.50990000e+00,6.51200000e+00,6.50650000e+00
6.47800000e+00,2.60000000e+10,0.00000000e+00,-5.14474392e-01,2.94862935e-01,0.00000000e+00,1.00000000e+00,6.48700000e+00,6.48800000e+00,6.46880000e+00
6.46760000e+00,2.77080000e+10,0.00000000e+00,-1.60543382e-01,3.17999383e-01,0.00000000e+00,1.00000000e+00,6.46400000e+00,6.46860000e+00,6.44800000e+00
6.46440000e+00,2.17910000e+10,0.00000000e+00,-4.94773947e-02,4.00457666e-01,0.00000000e+00,1.00000000e+00,6.46200000e+00,6.48790000e+00,6.46200000e+00
6.47320000e+00,2.13650000e+10,0.00000000e+00,1.36130184e-01,1.84085143e-01,0.00000000e+00,1.00000000e+00,6.47100000e+00,6.48000000e+00,6.46810000e+00
6.48200000e+00,2.27030000e+10,0.00000000e+00,1.35945126e-01,2.11641846e-01,0.00000000e+00,1.00000000e+00,6.47800000e+00,6.48900000e+00,6.47530000e+00
6.47290000e+00,2.03730000e+10,0.00000000e+00,-1.40388772e-01,2.09811786e-01,0.00000000e+00,1.00000000e+00,6.47270000e+00,6.47680000e+00,6.46320000e+00
6.47530000e+00,1.84750000e+10,0.00000000e+00,3.70776616e-02,1.94657727e-01,0.00000000e+00,1.00000000e+00,6.47710000e+00,6.48060000e+00,6.46800000e+00
6.47000000e+00,1.83400000e+10,0.00000000e+00,-8.18494931e-02,2.79523729e-01,0.00000000e+00,1.00000000e+00,6.46800000e+00,6.47310000e+00,6.45500000e+00
6.45920000e+00,2.16870000e+10,0.00000000e+00,-1.66924268e-01,3.84853168e-01,0.00000000e+00,1.00000000e+00,6.46360000e+00,6.47560000e+00,6.45070000e+00
6.46780000e+00,1.98860000e+10,0.00000000e+00,1.33143425e-01,2.32226901e-01,0.00000000e+00,1.00000000e+00,6.46200000e+00,6.47700000e+00,6.46200000e+00
6.48750000e+00,2.12010000e+10,0.00000000e+00,3.04585785e-01,1.66981045e-01,0.00000000e+00,1.00000000e+00,6.48600000e+00,6.48990000e+00,6.47910000e+00
6.48160000e+00,1.82510000e+10,0.00000000e+00,-9.09441262e-02,2.66666667e-01,0.00000000e+00,1.00000000e+00,6.48500000e+00,6.48840000e+00,6.47110000e+00
6.48030000e+00,1.79300000e+10,0.00000000e+00,-2.00567767e-02,9.25697359e-02,0.00000000e+00,1.00000000e+00,6.47700000e+00,6.48230000e+00,6.47630000e+00
6.47220000e+00,2.27930000e+10,0.00000000e+00,-1.24994211e-01,2.99368856e-01,0.00000000e+00,1.00000000e+00,6.47700000e+00,6.47750000e+00,6.45810000e+00
6.46930000e+00,2.18320000e+10,0.00000000e+00,-4.48070206e-02,1.94678780e-01,0.00000000e+00,1.00000000e+00,6.46420000e+00,6.47450000e+00,6.46190000e+00
6.47930000e+00,2.20870000e+10,0.00000000e+00,1.54576227e-01,1.88583000e-01,0.00000000e+00,1.00000000e+00,6.47820000e+00,6.48480000e+00,6.47260000e+00
6.49300000e+00,2.04440000e+10,0.00000000e+00,2.11442590e-01,3.54976618e-01,0.00000000e+00,1.00000000e+00,6.48060000e+00,6.50150000e+00,6.47850000e+00
6.49690000e+00,2.15950000e+10,0.00000000e+00,6.00646846e-02,2.64900662e-01,0.00000000e+00,1.00000000e+00,6.50510000e+00,6.51000000e+00,6.49280000e+00
6.49350000e+00,2.17390000e+10,0.00000000e+00,-5.23326509e-02,1.26214041e-01,0.00000000e+00,1.00000000e+00,6.48900000e+00,6.49720000e+00,6.48900000e+00
6.49350000e+00,2.36480000e+10,0.00000000e+00,0.00000000e+00,1.23200123e-01,0.00000000e+00,1.00000000e+00,6.49280000e+00,6.49600000e+00,6.48800000e+00
6.48180000e+00,2.84200000e+10,0.00000000e+00,-1.80180177e-01,4.83560484e-01,0.00000000e+00,1.00000000e+00,6.50000000e+00,6.50270000e+00,6.47130000e+00
6.48550000e+00,2.03310000e+10,0.00000000e+00,5.70829101e-02,4.04208707e-01,0.00000000e+00,1.00000000e+00,6.46300000e+00,6.48890000e+00,6.46270000e+00
6.47430000e+00,2.13800000e+10,0.00000000e+00,-1.72692925e-01,3.42302058e-01,0.00000000e+00,1.00000000e+00,6.47750000e+00,6.49280000e+00,6.47060000e+00
6.50000000e+00,2.14800000e+10,0.00000000e+00,3.96954119e-01,2.20873299e-01,0.00000000e+00,1.00000000e+00,6.49300000e+00,6.50730000e+00,6.49300000e+00
6.50680000e+00,2.02720000e+10,0.00000000e+00,1.04615383e-01,1.43076923e-01,0.00000000e+00,1.00000000e+00,6.50230000e+00,6.50870000e+00,6.49940000e+00
6.50230000e+00,1.53440000e+10,0.00000000e+00,-6.91584200e-02,3.01223336e-01,0.00000000e+00,1.00000000e+00,6.50300000e+00,6.51000000e+00,6.49040000e+00
6.50680000e+00,1.72950000e+10,0.00000000e+00,6.92062825e-02,3.47569322e-01,0.00000000e+00,1.00000000e+00,6.49600000e+00,6.51860000e+00,6.49600000e+00
6.51550000e+00,2.29410000e+10,0.00000000e+00,1.33706272e-01,1.59832790e-01,0.00000000e+00,1.00000000e+00,6.52130000e+00,6.52400000e+00,6.51360000e+00
6.51200000e+00,1.89900000e+10,0.00000000e+00,-5.37180565e-02,3.53004374e-01,0.00000000e+00,1.00000000e+00,6.51480000e+00,6.51500000e+00,6.49200000e+00
6.51220000e+00,1.83430000e+10,0.00000000e+00,3.07125296e-03,2.79484029e-01,0.00000000e+00,1.00000000e+00,6.49890000e+00,6.51700000e+00,6.49880000e+00
6.52020000e+00,2.25070000e+10,0.00000000e+00,1.22846350e-01,3.27078407e-01,0.00000000e+00,1.00000000e+00,6.51570000e+00,6.53190000e+00,6.51060000e+00
6.52090000e+00,1.86000000e+10,0.00000000e+00,1.07358666e-02,1.71773872e-01,0.00000000e+00,1.00000000e+00,6.52890000e+00,6.53120000e+00,6.52000000e+00
6.52270000e+00,2.03110000e+10,0.00000000e+00,2.76035517e-02,2.76035517e-01,0.00000000e+00,1.00000000e+00,6.51810000e+00,6.52850000e+00,6.51050000e+00
6.53530000e+00,2.09450000e+10,0.00000000e+00,1.93171546e-01,2.20767474e-01,0.00000000e+00,1.00000000e+00,6.52540000e+00,6.53980000e+00,6.52540000e+00
